service_id,date,exception_type
1,20200107,1
1,20200108,1
1,20200109,1
1,20200110,1
1,20200113,1
1,20200114,1
1,20200115,1
1,20200116,1
1,20200117,1
1,20200120,1
1,20200121,1
1,20200122,1
1,20200123,1
1,20200124,1
1,20200127,1
1,20200128,1
1,20200129,1
1,20200130,1
1,20200131,1
1,20200203,1
1,20200204,1
1,20200205,1
1,20200206,1
1,20200207,1
1,20200210,1
1,20200211,1
1,20200212,1
1,20200213,1
1,20200214,1
1,20200217,1
1,20200218,1
1,20200219,1
1,20200220,1
1,20200221,1
1,20200224,1
1,20200225,1
1,20200226,1
1,20200227,1
1,20200228,1
1,20200302,1
1,20200303,1
1,20200304,1
1,20200305,1
1,20200306,1
1,20200309,1
1,20200310,1
1,20200311,1
1,20200312,1
1,20200313,1
1,20200316,1
1,20200317,1
1,20200318,1
1,20200319,1
1,20200320,1
1,20200323,1
1,20200324,1
1,20200325,1
1,20200326,1
1,20200327,1
1,20200330,1
1,20200331,1
1,20200401,1
1,20200402,1
1,20200403,1
1,20200406,1
1,20200407,1
1,20200408,1
1,20200409,1
1,20200410,1
1,20200413,1
1,20200414,1
1,20200415,1
1,20200416,1
1,20200417,1
1,20200420,1
1,20200421,1
1,20200422,1
1,20200423,1
1,20200424,1
1,20200427,1
1,20200428,1
1,20200429,1
1,20200430,1
1,20200501,1
1,20200504,1
1,20200505,1
1,20200506,1
1,20200507,1
1,20200508,1
1,20200511,1
1,20200512,1
1,20200513,1
1,20200514,1
1,20200515,1
1,20200518,1
1,20200519,1
1,20200520,1
1,20200521,1
1,20200522,1
1,20200525,1
1,20200526,1
1,20200527,1
1,20200528,1
1,20200529,1
1,20200601,1
1,20200602,1
1,20200603,1
1,20200604,1
1,20200605,1
1,20200608,1
1,20200609,1
1,20200610,1
1,20200611,1
1,20200612,1
2,20200105,1
2,20200106,1
2,20200111,1
2,20200112,1
2,20200118,1
2,20200119,1
2,20200125,1
2,20200126,1
2,20200201,1
2,20200202,1
2,20200208,1
2,20200209,1
2,20200215,1
2,20200216,1
2,20200222,1
2,20200223,1
2,20200229,1
2,20200301,1
2,20200307,1
2,20200308,1
2,20200314,1
2,20200315,1
2,20200321,1
2,20200322,1
2,20200328,1
2,20200329,1
2,20200404,1
2,20200405,1
2,20200411,1
2,20200412,1
2,20200418,1
2,20200419,1
2,20200425,1
2,20200426,1
2,20200502,1
2,20200503,1
2,20200509,1
2,20200510,1
2,20200516,1
2,20200517,1
2,20200523,1
2,20200524,1
2,20200530,1
2,20200531,1
2,20200606,1
2,20200607,1
2,20200613,1
2,20200614,1
3,20200106,1
3,20200107,1
3,20200108,1
3,20200109,1
3,20200112,1
3,20200113,1
3,20200114,1
3,20200115,1
3,20200116,1
3,20200119,1
3,20200120,1
3,20200121,1
3,20200122,1
3,20200123,1
3,20200126,1
3,20200127,1
3,20200128,1
3,20200129,1
3,20200130,1
3,20200202,1
3,20200203,1
3,20200204,1
3,20200205,1
3,20200206,1
3,20200209,1
3,20200210,1
3,20200211,1
3,20200212,1
3,20200213,1
3,20200216,1
3,20200217,1
3,20200218,1
3,20200219,1
3,20200220,1
3,20200223,1
3,20200224,1
3,20200225,1
3,20200226,1
3,20200227,1
3,20200301,1
3,20200302,1
3,20200303,1
3,20200304,1
3,20200305,1
3,20200308,1
3,20200309,1
3,20200310,1
3,20200311,1
3,20200312,1
3,20200315,1
3,20200316,1
3,20200317,1
3,20200318,1
3,20200319,1
3,20200322,1
3,20200323,1
3,20200324,1
3,20200325,1
3,20200326,1
3,20200329,1
3,20200330,1
3,20200331,1
3,20200401,1
3,20200402,1
3,20200405,1
3,20200406,1
3,20200407,1
3,20200408,1
3,20200413,1
3,20200414,1
3,20200415,1
3,20200416,1
3,20200419,1
3,20200420,1
3,20200421,1
3,20200422,1
3,20200423,1
3,20200426,1
3,20200427,1
3,20200428,1
3,20200429,1
3,20200503,1
3,20200504,1
3,20200505,1
3,20200506,1
3,20200507,1
3,20200510,1
3,20200511,1
3,20200512,1
3,20200513,1
3,20200514,1
3,20200517,1
3,20200518,1
3,20200519,1
3,20200521,1
3,20200524,1
3,20200525,1
3,20200526,1
3,20200527,1
3,20200528,1
3,20200531,1
3,20200601,1
3,20200602,1
3,20200603,1
3,20200604,1
3,20200607,1
3,20200608,1
3,20200609,1
3,20200610,1
3,20200611,1
3,20200614,1
4,20200105,1
4,20200106,1
4,20200107,1
4,20200108,1
4,20200109,1
4,20200110,1
4,20200111,1
4,20200112,1
4,20200113,1
4,20200114,1
4,20200115,1
4,20200116,1
4,20200117,1
4,20200118,1
4,20200119,1
4,20200120,1
4,20200121,1
4,20200122,1
4,20200123,1
4,20200124,1
4,20200125,1
4,20200126,1
4,20200127,1
4,20200128,1
4,20200129,1
4,20200130,1
4,20200131,1
4,20200201,1
4,20200202,1
4,20200203,1
4,20200204,1
4,20200205,1
4,20200206,1
4,20200207,1
4,20200208,1
4,20200209,1
4,20200210,1
4,20200211,1
4,20200212,1
4,20200213,1
4,20200214,1
4,20200215,1
4,20200216,1
4,20200217,1
4,20200218,1
4,20200219,1
4,20200220,1
4,20200221,1
4,20200222,1
4,20200223,1
4,20200224,1
4,20200225,1
4,20200226,1
4,20200227,1
4,20200228,1
4,20200229,1
4,20200301,1
4,20200302,1
4,20200303,1
4,20200304,1
4,20200305,1
4,20200306,1
4,20200307,1
4,20200308,1
4,20200309,1
4,20200310,1
4,20200311,1
4,20200312,1
4,20200313,1
4,20200314,1
4,20200315,1
4,20200316,1
4,20200317,1
4,20200318,1
4,20200319,1
4,20200320,1
4,20200321,1
4,20200322,1
4,20200323,1
4,20200324,1
4,20200325,1
4,20200326,1
4,20200327,1
4,20200328,1
4,20200329,1
4,20200330,1
4,20200331,1
4,20200401,1
4,20200402,1
4,20200403,1
4,20200404,1
4,20200405,1
4,20200406,1
4,20200407,1
4,20200408,1
4,20200409,1
4,20200410,1
4,20200411,1
4,20200412,1
4,20200413,1
4,20200414,1
4,20200415,1
4,20200416,1
4,20200417,1
4,20200418,1
4,20200419,1
4,20200420,1
4,20200421,1
4,20200422,1
4,20200423,1
4,20200424,1
4,20200425,1
4,20200426,1
4,20200427,1
4,20200428,1
4,20200429,1
4,20200430,1
4,20200501,1
4,20200502,1
4,20200503,1
4,20200504,1
4,20200505,1
4,20200506,1
4,20200507,1
4,20200508,1
4,20200509,1
4,20200510,1
4,20200511,1
4,20200512,1
4,20200513,1
4,20200514,1
4,20200515,1
4,20200516,1
4,20200517,1
4,20200518,1
4,20200519,1
4,20200520,1
4,20200521,1
4,20200522,1
4,20200523,1
4,20200524,1
4,20200525,1
4,20200526,1
4,20200527,1
4,20200528,1
4,20200529,1
4,20200530,1
4,20200531,1
4,20200601,1
4,20200602,1
4,20200603,1
4,20200604,1
4,20200605,1
4,20200606,1
4,20200607,1
4,20200608,1
4,20200609,1
4,20200610,1
4,20200611,1
4,20200612,1
4,20200613,1
4,20200614,1
5,20200105,1
5,20200110,1
5,20200111,1
5,20200117,1
5,20200118,1
5,20200124,1
5,20200125,1
5,20200131,1
5,20200201,1
5,20200207,1
5,20200208,1
5,20200214,1
5,20200215,1
5,20200221,1
5,20200222,1
5,20200228,1
5,20200229,1
5,20200306,1
5,20200307,1
5,20200313,1
5,20200314,1
5,20200320,1
5,20200321,1
5,20200327,1
5,20200328,1
5,20200403,1
5,20200404,1
5,20200409,1
5,20200410,1
5,20200411,1
5,20200412,1
5,20200413,1
5,20200417,1
5,20200418,1
5,20200424,1
5,20200425,1
5,20200430,1
5,20200501,1
5,20200502,1
5,20200508,1
5,20200509,1
5,20200515,1
5,20200516,1
5,20200520,1
5,20200521,1
5,20200522,1
5,20200523,1
5,20200529,1
5,20200530,1
5,20200605,1
5,20200606,1
5,20200612,1
5,20200613,1
6,20200107,1
6,20200108,1
6,20200109,1
6,20200110,1
6,20200113,1
6,20200114,1
6,20200115,1
6,20200116,1
6,20200117,1
6,20200120,1
6,20200121,1
6,20200122,1
6,20200123,1
6,20200124,1
6,20200127,1
6,20200128,1
6,20200129,1
6,20200130,1
6,20200131,1
6,20200203,1
6,20200204,1
6,20200205,1
6,20200206,1
6,20200207,1
6,20200210,1
6,20200211,1
6,20200212,1
6,20200213,1
6,20200214,1
6,20200217,1
6,20200218,1
6,20200219,1
6,20200220,1
6,20200221,1
6,20200224,1
6,20200225,1
6,20200226,1
6,20200227,1
6,20200228,1
6,20200302,1
6,20200303,1
6,20200304,1
6,20200305,1
6,20200306,1
6,20200309,1
6,20200310,1
6,20200311,1
6,20200312,1
6,20200313,1
6,20200316,1
6,20200317,1
6,20200318,1
6,20200319,1
